,match_id,champion,win
224,EUW1_6963247043,111,False
225,EUW1_6963247043,42,True
226,EUW1_6963247043,121,True
227,EUW1_6963247043,910,True
228,EUW1_6963247043,81,True
229,EUW1_6963247043,40,True
230,EUW1_6963205667,39,False
231,EUW1_6963205667,77,False
232,EUW1_6963205667,145,False
233,EUW1_6963205667,134,False
234,EUW1_6963205667,89,False
235,EUW1_6963205667,69,True
236,EUW1_6963205667,59,True
237,EUW1_6963205667,61,True
238,EUW1_6963205667,222,True
239,EUW1_6963205667,201,True
240,EUW1_6963147239,42,False
241,EUW1_6963147239,145,False
242,EUW1_6963147239,134,False
243,EUW1_6963147239,57,False
244,EUW1_6963147239,164,False
245,EUW1_6963147239,80,True
246,EUW1_6963147239,234,True
247,EUW1_6963147239,517,True
248,EUW1_6963147239,22,True
249,EUW1_6963147239,40,True
250,EUW1_6962433031,79,False
251,EUW1_6962433031,121,False
252,EUW1_6962433031,238,False
253,EUW1_6962433031,222,False
254,EUW1_6962433031,35,False
255,EUW1_6962433031,84,True
256,EUW1_6962433031,163,True
257,EUW1_6962433031,246,True
258,EUW1_6962433031,51,True
259,EUW1_6962433031,43,True
260,EUW1_6962415045,234,False
261,EUW1_6962415045,63,False
262,EUW1_6962415045,166,False
263,EUW1_6962415045,145,False
264,EUW1_6962415045,53,False
265,EUW1_6962415045,85,True
266,EUW1_6962415045,72,True
267,EUW1_6962415045,18,True
268,EUW1_6962415045,115,True
269,EUW1_6962415045,432,True
270,EUW1_6962401623,126,True
271,EUW1_6962401623,876,True
272,EUW1_6962401623,166,True
273,EUW1_6962401623,18,True
274,EUW1_6962401623,53,True
275,EUW1_6962401623,68,False
276,EUW1_6962401623,64,False
277,EUW1_6962401623,555,False
278,EUW1_6962401623,222,False
279,EUW1_6962401623,497,False
280,EUW1_6963169255,72,True
281,EUW1_6963169255,254,True
282,EUW1_6963169255,103,True
283,EUW1_6963169255,51,True
284,EUW1_6963169255,497,True
285,EUW1_6963169255,68,False
286,EUW1_6963169255,64,False
287,EUW1_6963169255,42,False
288,EUW1_6963169255,115,False
289,EUW1_6963169255,164,False
290,EUW1_6963142552,58,False
291,EUW1_6963142552,163,False
292,EUW1_6963142552,18,False
293,EUW1_6963142552,22,False
294,EUW1_6963142552,526,False
295,EUW1_6963142552,41,True
296,EUW1_6963142552,234,True
297,EUW1_6963142552,103,True
298,EUW1_6963142552,119,True
299,EUW1_6963142552,555,True
300,EUW1_6963086453,266,False
301,EUW1_6963086453,245,False
302,EUW1_6963086453,42,False
303,EUW1_6963086453,119,False
304,EUW1_6963086453,78,False
305,EUW1_6963086453,41,True
306,EUW1_6963086453,163,True
307,EUW1_6963086453,517,True
308,EUW1_6963086453,145,True
309,EUW1_6963086453,12,True
310,EUW1_6962907935,106,False
311,EUW1_6962907935,421,False
312,EUW1_6962907935,4,False
313,EUW1_6962907935,110,False
314,EUW1_6962907935,201,False
315,EUW1_6962907935,85,True
316,EUW1_6962907935,203,True
317,EUW1_6962907935,55,True
318,EUW1_6962907935,202,True
319,EUW1_6962907935,526,True
320,EUW1_6962864673,157,True
321,EUW1_6962864673,427,True
322,EUW1_6962864673,103,True
323,EUW1_6962864673,75,True
324,EUW1_6962864673,235,True
325,EUW1_6962864673,4,False
326,EUW1_6962864673,121,False
327,EUW1_6962864673,54,False
328,EUW1_6962864673,202,False
329,EUW1_6962864673,497,False
330,EUW1_6962720585,133,False
331,EUW1_6962720585,60,False
332,EUW1_6962720585,897,False
333,EUW1_6962720585,51,False
334,EUW1_6962720585,89,False
335,EUW1_6962720585,54,True
336,EUW1_6962720585,421,True
337,EUW1_6962720585,1,True
338,EUW1_6962720585,202,True
339,EUW1_6962720585,37,True
340,EUW1_6963280108,4,True
341,EUW1_6963280108,163,True
342,EUW1_6963280108,18,True
343,EUW1_6963280108,15,True
344,EUW1_6963280108,12,True
345,EUW1_6963280108,24,False
346,EUW1_6963280108,104,False
347,EUW1_6963280108,910,False
348,EUW1_6963280108,523,False
349,EUW1_6963280108,555,False
350,EUW1_6963240903,75,True
351,EUW1_6963240903,72,True
352,EUW1_6963240903,112,True
353,EUW1_6963240903,202,True
354,EUW1_6963240903,12,True
355,EUW1_6963240903,887,False
356,EUW1_6963240903,104,False
357,EUW1_6963240903,105,False
358,EUW1_6963240903,523,False
359,EUW1_6963240903,526,False
360,EUW1_6963186227,164,True
361,EUW1_6963186227,876,True
362,EUW1_6963186227,84,True
363,EUW1_6963186227,22,True
364,EUW1_6963186227,89,True
365,EUW1_6963186227,80,False
366,EUW1_6963186227,163,False
367,EUW1_6963186227,45,False
368,EUW1_6963186227,145,False
369,EUW1_6963186227,111,False
370,EUW1_6961710989,4,True
371,EUW1_6961710989,421,True
372,EUW1_6961710989,910,True
373,EUW1_6961710989,236,True
374,EUW1_6961710989,902,True
375,EUW1_6961710989,266,False
376,EUW1_6961710989,64,False
377,EUW1_6961710989,517,False
378,EUW1_6961710989,202,False
379,EUW1_6961710989,111,False
380,EUW1_6961451816,897,False
381,EUW1_6961451816,76,False
382,EUW1_6961451816,517,False
383,EUW1_6961451816,51,False
384,EUW1_6961451816,99,False
385,EUW1_6961451816,84,True
386,EUW1_6961451816,102,True
387,EUW1_6961451816,238,True
388,EUW1_6961451816,202,True
389,EUW1_6961451816,53,True
390,EUW1_6961326224,39,True
391,EUW1_6961326224,876,True
392,EUW1_6961326224,42,True
393,EUW1_6961326224,222,True
394,EUW1_6961326224,154,True
395,EUW1_6961326224,4,False
396,EUW1_6961326224,76,False
397,EUW1_6961326224,18,False
398,EUW1_6961326224,360,False
399,EUW1_6961326224,526,False
400,EUW1_6963298604,58,False
401,EUW1_6963298604,30,False
402,EUW1_6963298604,18,False
403,EUW1_6963298604,222,False
404,EUW1_6963298604,526,False
405,EUW1_6963298604,24,True
406,EUW1_6963298604,876,True
407,EUW1_6963298604,238,True
408,EUW1_6963298604,910,True
409,EUW1_6963298604,164,True
410,EUW1_6963273504,68,True
411,EUW1_6963273504,33,True
412,EUW1_6963273504,39,True
413,EUW1_6963273504,15,True
414,EUW1_6963273504,111,True
415,EUW1_6963273504,36,False
416,EUW1_6963273504,234,False
417,EUW1_6963273504,134,False
418,EUW1_6963273504,119,False
419,EUW1_6963273504,12,False
420,EUW1_6963094596,23,True
421,EUW1_6963094596,234,True
422,EUW1_6963094596,910,True
423,EUW1_6963094596,147,True
424,EUW1_6963094596,526,True
425,EUW1_6963094596,79,False
426,EUW1_6963094596,163,False
427,EUW1_6963094596,42,False
428,EUW1_6963094596,22,False
429,EUW1_6963094596,53,False
430,EUW1_6963038410,24,True
431,EUW1_6963038410,234,True
432,EUW1_6963038410,517,True
433,EUW1_6963038410,222,True
434,EUW1_6963038410,164,True
435,EUW1_6963038410,887,False
436,EUW1_6963038410,106,False
437,EUW1_6963038410,112,False
438,EUW1_6963038410,42,False
439,EUW1_6963038410,111,False
440,EUW1_6963313570,72,False
441,EUW1_6963313570,427,False
442,EUW1_6963313570,142,False
443,EUW1_6963313570,523,False
444,EUW1_6963313570,164,False
445,EUW1_6963313570,4,True
446,EUW1_6963313570,121,True
447,EUW1_6963313570,1,True
448,EUW1_6963313570,110,True
449,EUW1_6963313570,555,True
450,EUW1_6962234385,164,True
451,EUW1_6962234385,77,True
452,EUW1_6962234385,134,True
453,EUW1_6962234385,222,True
454,EUW1_6962234385,117,True
455,EUW1_6962234385,79,False
456,EUW1_6962234385,163,False
457,EUW1_6962234385,18,False
458,EUW1_6962234385,51,False
459,EUW1_6962234385,99,False
460,EUW1_6963312015,39,True
461,EUW1_6963312015,76,True
462,EUW1_6963312015,7,True
463,EUW1_6963312015,22,True
464,EUW1_6963312015,526,True
465,EUW1_6963312015,30,False
466,EUW1_6963312015,234,False
467,EUW1_6963312015,61,False
468,EUW1_6963312015,221,False
469,EUW1_6963312015,117,False
470,EUW1_6963291225,58,True
471,EUW1_6963291225,131,True
472,EUW1_6963291225,136,True
473,EUW1_6963291225,523,True
474,EUW1_6963291225,111,True
475,EUW1_6963291225,30,False
476,EUW1_6963291225,234,False
477,EUW1_6963291225,55,False
478,EUW1_6963291225,39,False
479,EUW1_6963291225,497,False
480,EUW1_6963263645,150,False
481,EUW1_6963263645,63,False
482,EUW1_6963263645,246,False
483,EUW1_6963263645,221,False
484,EUW1_6963263645,26,False
485,EUW1_6963263645,85,True
486,EUW1_6963263645,64,True
487,EUW1_6963263645,112,True
488,EUW1_6963263645,523,True
489,EUW1_6963263645,111,True
490,EUW1_6963256883,75,False
491,EUW1_6963256883,107,False
492,EUW1_6963256883,136,False
493,EUW1_6963256883,202,False
494,EUW1_6963256883,16,False
495,EUW1_6963256883,235,True
496,EUW1_6963256883,59,True
497,EUW1_6963256883,112,True
498,EUW1_6963256883,122,True
499,EUW1_6963256883,111,True
500,EUW1_6963210348,163,True
501,EUW1_6963210348,164,True
502,EUW1_6963210348,234,True
503,EUW1_6963210348,202,True
504,EUW1_6963210348,89,True
505,EUW1_6963210348,58,False
506,EUW1_6963210348,76,False
507,EUW1_6963210348,238,False
508,EUW1_6963210348,235,False
509,EUW1_6963210348,111,False
510,EUW1_6963159858,22,True
511,EUW1_6963159858,77,True
512,EUW1_6963159858,517,True
513,EUW1_6963159858,4,True
514,EUW1_6963159858,111,True
515,EUW1_6963159858,777,False
516,EUW1_6963159858,876,False
517,EUW1_6963159858,18,False
518,EUW1_6963159858,145,False
519,EUW1_6963159858,432,False
520,EUW1_6962879383,86,True
521,EUW1_6962879383,107,True
522,EUW1_6962879383,18,True
523,EUW1_6962879383,31,True
524,EUW1_6962879383,235,True
525,EUW1_6962879383,68,False
526,EUW1_6962879383,163,False
527,EUW1_6962879383,555,False
528,EUW1_6962879383,202,False
529,EUW1_6962879383,111,False
530,EUW1_6962825995,7,True
531,EUW1_6962825995,107,True
532,EUW1_6962825995,897,True
533,EUW1_6962825995,236,True
534,EUW1_6962825995,267,True
535,EUW1_6962825995,114,False
536,EUW1_6962825995,876,False
537,EUW1_6962825995,103,False
538,EUW1_6962825995,119,False
539,EUW1_6962825995,111,False
540,EUW1_6962455622,897,False
541,EUW1_6962455622,91,False
542,EUW1_6962455622,7,False
543,EUW1_6962455622,51,False
544,EUW1_6962455622,142,False
545,EUW1_6962455622,68,True
546,EUW1_6962455622,163,True
547,EUW1_6962455622,127,True
548,EUW1_6962455622,202,True
549,EUW1_6962455622,432,True
550,EUW1_6963282811,85,False
551,EUW1_6963282811,234,False
552,EUW1_6963282811,42,False
553,EUW1_6963282811,119,False
554,EUW1_6963282811,89,False
555,EUW1_6963282811,126,True
556,EUW1_6963282811,77,True
557,EUW1_6963282811,7,True
558,EUW1_6963282811,21,True
559,EUW1_6963282811,201,True
560,EUW1_6962676063,10,True
561,EUW1_6962676063,59,True
562,EUW1_6962676063,7,True
563,EUW1_6962676063,51,True
564,EUW1_6962676063,154,True
565,EUW1_6962676063,2,False
566,EUW1_6962676063,63,False
567,EUW1_6962676063,39,False
568,EUW1_6962676063,202,False
569,EUW1_6962676063,53,False
570,EUW1_6962780139,114,True
571,EUW1_6962780139,254,True
572,EUW1_6962780139,910,True
573,EUW1_6962780139,21,True
574,EUW1_6962780139,111,True
575,EUW1_6962780139,85,False
576,EUW1_6962780139,91,False
577,EUW1_6962780139,157,False
578,EUW1_6962780139,901,False
579,EUW1_6962780139,12,False
580,EUW1_6962732704,268,True
581,EUW1_6962732704,107,True
582,EUW1_6962732704,42,True
583,EUW1_6962732704,22,True
584,EUW1_6962732704,147,True
585,EUW1_6962732704,897,False
586,EUW1_6962732704,20,False
587,EUW1_6962732704,18,False
588,EUW1_6962732704,202,False
589,EUW1_6962732704,432,False
590,EUW1_6960182297,266,False
591,EUW1_6960182297,163,False
592,EUW1_6960182297,4,False
593,EUW1_6960182297,221,False
594,EUW1_6960182297,526,False
595,EUW1_6960182297,67,True
596,EUW1_6960182297,121,True
597,EUW1_6960182297,7,True
598,EUW1_6960182297,145,True
599,EUW1_6960182297,53,True
600,EUW1_6963061450,68,False
601,EUW1_6963061450,11,False
602,EUW1_6963061450,157,False
603,EUW1_6963061450,429,False
604,EUW1_6963061450,111,False
605,EUW1_6963061450,72,True
606,EUW1_6963061450,76,True
607,EUW1_6963061450,21,True
608,EUW1_6963061450,126,True
609,EUW1_6963061450,526,True
610,EUW1_6963003811,92,False
611,EUW1_6963003811,76,False
612,EUW1_6963003811,61,False
613,EUW1_6963003811,202,False
614,EUW1_6963003811,555,False
615,EUW1_6963003811,4,True
616,EUW1_6963003811,163,True
617,EUW1_6963003811,238,True
618,EUW1_6963003811,895,True
619,EUW1_6963003811,497,True
620,EUW1_6963081712,24,False
621,EUW1_6963081712,30,False
622,EUW1_6963081712,14,False
623,EUW1_6963081712,42,False
624,EUW1_6963081712,40,False
625,EUW1_6963081712,134,True
626,EUW1_6963081712,234,True
627,EUW1_6963081712,164,True
628,EUW1_6963081712,147,True
629,EUW1_6963081712,497,True
630,EUW1_6962949102,24,False
631,EUW1_6962949102,76,False
632,EUW1_6962949102,7,False
633,EUW1_6962949102,42,False
634,EUW1_6962949102,526,False
635,EUW1_6962949102,67,True
636,EUW1_6962949102,234,True
637,EUW1_6962949102,61,True
638,EUW1_6962949102,51,True
639,EUW1_6962949102,164,True
640,EUW1_6962844380,150,True
641,EUW1_6962844380,163,True
642,EUW1_6962844380,166,True
643,EUW1_6962844380,222,True
644,EUW1_6962844380,111,True
645,EUW1_6962844380,113,False
646,EUW1_6962844380,63,False
647,EUW1_6962844380,42,False
648,EUW1_6962844380,236,False
649,EUW1_6962844380,902,False
650,EUW1_6962329245,48,False
651,EUW1_6962329245,91,False
652,EUW1_6962329245,96,False
653,EUW1_6962329245,901,False
654,EUW1_6962329245,350,False
655,EUW1_6962329245,77,True
656,EUW1_6962329245,76,True
657,EUW1_6962329245,246,True
658,EUW1_6962329245,202,True
659,EUW1_6962329245,111,True
660,EUW1_6963170873,72,True
661,EUW1_6963170873,203,True
662,EUW1_6963170873,238,True
663,EUW1_6963170873,202,True
664,EUW1_6963170873,68,True
665,EUW1_6963170873,84,False
666,EUW1_6963170873,120,False
667,EUW1_6963170873,75,False
668,EUW1_6963170873,235,False
669,EUW1_6963170873,53,False
670,EUW1_6963109603,68,True
671,EUW1_6963109603,245,True
672,EUW1_6963109603,246,True
673,EUW1_6963109603,15,True
674,EUW1_6963109603,902,True
675,EUW1_6963109603,266,False
676,EUW1_6963109603,72,False
677,EUW1_6963109603,136,False
678,EUW1_6963109603,523,False
679,EUW1_6963109603,53,False
680,EUW1_6962850706,68,True
681,EUW1_6962850706,421,True
682,EUW1_6962850706,4,True
683,EUW1_6962850706,51,True
684,EUW1_6962850706,53,True
685,EUW1_6962850706,897,False
686,EUW1_6962850706,163,False
687,EUW1_6962850706,777,False
688,EUW1_6962850706,110,False
689,EUW1_6962850706,555,False
690,EUW1_6963177442,2,False
691,EUW1_6963177442,421,False
692,EUW1_6963177442,910,False
693,EUW1_6963177442,42,False
694,EUW1_6963177442,267,False
695,EUW1_6963177442,164,True
696,EUW1_6963177442,33,True
697,EUW1_6963177442,163,True
698,EUW1_6963177442,202,True
699,EUW1_6963177442,555,True
700,EUW1_6963155528,150,True
701,EUW1_6963155528,200,True
702,EUW1_6963155528,99,True
703,EUW1_6963155528,22,True
704,EUW1_6963155528,111,True
705,EUW1_6963155528,75,False
706,EUW1_6963155528,203,False
707,EUW1_6963155528,517,False
708,EUW1_6963155528,202,False
709,EUW1_6963155528,497,False
710,EUW1_6963097083,75,False
711,EUW1_6963097083,131,False
712,EUW1_6963097083,42,False
713,EUW1_6963097083,145,False
714,EUW1_6963097083,80,False
715,EUW1_6963097083,41,True
716,EUW1_6963097083,106,True
717,EUW1_6963097083,7,True
718,EUW1_6963097083,96,True
719,EUW1_6963097083,117,True
720,EUW1_6963292099,84,False
721,EUW1_6963292099,234,False
722,EUW1_6963292099,55,False
723,EUW1_6963292099,29,False
724,EUW1_6963292099,111,False
725,EUW1_6963292099,166,True
726,EUW1_6963292099,91,True
727,EUW1_6963292099,134,True
728,EUW1_6963292099,236,True
729,EUW1_6963292099,267,True
730,EUW1_6963275812,777,True
731,EUW1_6963275812,39,True
732,EUW1_6963275812,30,True
733,EUW1_6963275812,202,True
734,EUW1_6963275812,526,True
735,EUW1_6963275812,24,False
736,EUW1_6963275812,76,False
737,EUW1_6963275812,147,False
738,EUW1_6963275812,119,False
739,EUW1_6963275812,53,False
740,EUW1_6963241026,27,True
741,EUW1_6963241026,107,True
742,EUW1_6963241026,68,True
743,EUW1_6963241026,222,True
744,EUW1_6963241026,432,True
745,EUW1_6963241026,23,False
746,EUW1_6963241026,234,False
747,EUW1_6963241026,134,False
748,EUW1_6963241026,202,False
749,EUW1_6963241026,40,False
750,EUW1_6962606687,23,False
751,EUW1_6962606687,200,False
752,EUW1_6962606687,3,False
753,EUW1_6962606687,42,False
754,EUW1_6962606687,526,False
755,EUW1_6962606687,223,True
756,EUW1_6962606687,131,True
757,EUW1_6962606687,75,True
758,EUW1_6962606687,222,True
759,EUW1_6962606687,412,True
760,EUW1_6962421437,164,False
761,EUW1_6962421437,91,False
762,EUW1_6962421437,103,False
763,EUW1_6962421437,222,False
764,EUW1_6962421437,117,False
765,EUW1_6962421437,238,True
766,EUW1_6962421437,122,True
767,EUW1_6962421437,63,True
768,EUW1_6962421437,236,True
769,EUW1_6962421437,267,True
770,EUW1_6963162070,887,False
771,EUW1_6963162070,163,False
772,EUW1_6963162070,18,False
773,EUW1_6963162070,523,False
774,EUW1_6963162070,111,False
775,EUW1_6963162070,24,True
776,EUW1_6963162070,7,True
777,EUW1_6963162070,30,True
778,EUW1_6963162070,222,True
779,EUW1_6963162070,526,True
780,EUW1_6962962083,517,False
781,EUW1_6962962083,163,False
782,EUW1_6962962083,18,False
783,EUW1_6962962083,51,False
784,EUW1_6962962083,111,False
785,EUW1_6962962083,897,True
786,EUW1_6962962083,131,True
787,EUW1_6962962083,54,True
788,EUW1_6962962083,222,True
789,EUW1_6962962083,201,True
790,EUW1_6963093627,114,False
791,EUW1_6963093627,427,False
792,EUW1_6963093627,84,False
793,EUW1_6963093627,221,False
794,EUW1_6963093627,432,False
795,EUW1_6963093627,86,True
796,EUW1_6963093627,91,True
797,EUW1_6963093627,61,True
798,EUW1_6963093627,222,True
799,EUW1_6963093627,902,True
800,EUW1_6962467172,68,True
801,EUW1_6962467172,91,True
802,EUW1_6962467172,134,True
803,EUW1_6962467172,202,True
804,EUW1_6962467172,111,True
805,EUW1_6962467172,875,False
806,EUW1_6962467172,427,False
807,EUW1_6962467172,84,False
808,EUW1_6962467172,42,False
809,EUW1_6962467172,902,False
810,EUW1_6962906918,19,True
811,EUW1_6962906918,163,True
812,EUW1_6962906918,103,True
813,EUW1_6962906918,22,True
814,EUW1_6962906918,412,True
815,EUW1_6962906918,887,False
816,EUW1_6962906918,234,False
817,EUW1_6962906918,38,False
818,EUW1_6962906918,51,False
819,EUW1_6962906918,555,False
820,EUW1_6961939014,92,False
821,EUW1_6961939014,72,False
822,EUW1_6961939014,777,False
823,EUW1_6961939014,22,False
824,EUW1_6961939014,147,False
825,EUW1_6961939014,516,True
826,EUW1_6961939014,203,True
827,EUW1_6961939014,136,True
828,EUW1_6961939014,236,True
829,EUW1_6961939014,267,True
830,EUW1_6961881691,85,False
831,EUW1_6961881691,234,False
832,EUW1_6961881691,910,False
833,EUW1_6961881691,22,False
834,EUW1_6961881691,37,False
835,EUW1_6961881691,54,True
836,EUW1_6961881691,72,True
837,EUW1_6961881691,63,True
838,EUW1_6961881691,51,True
839,EUW1_6961881691,53,True
840,EUW1_6963050696,126,False
841,EUW1_6963050696,163,False
842,EUW1_6963050696,84,False
843,EUW1_6963050696,15,False
844,EUW1_6963050696,117,False
845,EUW1_6963050696,164,True
846,EUW1_6963050696,72,True
847,EUW1_6963050696,4,True
848,EUW1_6963050696,145,True
849,EUW1_6963050696,111,True
850,EUW1_6962926939,897,False
851,EUW1_6962926939,76,False
852,EUW1_6962926939,67,False
853,EUW1_6962926939,42,False
854,EUW1_6962926939,497,False
855,EUW1_6962926939,126,True
856,EUW1_6962926939,30,True
857,EUW1_6962926939,103,True
858,EUW1_6962926939,110,True
859,EUW1_6962926939,555,True
860,EUW1_6963074402,72,True
861,EUW1_6963074402,106,True
862,EUW1_6963074402,7,True
863,EUW1_6963074402,222,True
864,EUW1_6963074402,526,True
865,EUW1_6963074402,122,False
866,EUW1_6963074402,104,False
867,EUW1_6963074402,268,False
868,EUW1_6963074402,119,False
869,EUW1_6963074402,89,False
870,EUW1_6963023732,150,True
871,EUW1_6963023732,63,True
872,EUW1_6963023732,910,True
